Project;Manager;Category;Key;Author;ChangeDate;Field;From;To
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Target version/s;0.23.3, 2.2.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Version;2.0.1-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Version;0.23.3;
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Version;;2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Workflow;no-reopen-closed, patch-avail;jira
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Key;MAPREDUCE-4514;YARN-14
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:53:52.604+0000;Project;Hadoop Map/Reduce;Hadoop YARN
YARN;Apache Hadoop Committee;big-data;YARN-14;jlowe;2012-08-08T20:58:43.485+0000;Attachment;;YARN-14.patch
YARN;Apache Hadoop Committee;big-data;YARN-14;revans2;2012-08-09T19:23:43.957+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-14;revans2;2012-08-09T19:23:43.957+0000;Fix version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-14;revans2;2012-08-09T19:23:43.957+0000;Fix version;;2.2.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-14;revans2;2012-08-09T19:23:43.957+0000;Fix version;;2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-14;revans2;2012-08-09T19:23:43.957+0000;Status;Open;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-14;gmcdonald;2012-08-22T01:27:04.364+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-14;acmurthy;2012-09-07T21:04:16.619+0000;Fix version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-14;acmurthy;2012-09-07T21:12:23.899+0000;Version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-14;acmurthy;2012-09-07T21:12:23.899+0000;Version;;2.0.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-14;acmurthy;2012-10-11T17:48:00.237+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-15;gmcdonald;2012-08-22T01:27:04.540+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T18:04:48.973+0000;Resolution;;Duplicate
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T18:04:48.973+0000;Status;Open;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T18:05:12.619+0000;Link;;This issue is duplicated by MAPREDUCE-4638
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T18:05:12.679+0000;Link;;This issue is duplicated by YARN-86
YARN;Apache Hadoop Committee;big-data;YARN-15;acmurthy;2012-09-06T18:36:34.752+0000;Assignee;;Arun C Murthy
YARN;Apache Hadoop Committee;big-data;YARN-15;acmurthy;2012-09-06T18:36:34.752+0000;Status;Resolved;Reopened
YARN;Apache Hadoop Committee;big-data;YARN-15;acmurthy;2012-09-06T18:36:34.752+0000;Resolution;Duplicate;
YARN;Apache Hadoop Committee;big-data;YARN-15;acmurthy;2012-09-06T18:37:00.448+0000;Attachment;;YARN-86.patch
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T19:24:49.607+0000;Status;Reopened;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T19:31:56.371+0000;Link;This issue is duplicated by MAPREDUCE-4638;
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T19:32:07.321+0000;Link;;This issue blocks MAPREDUCE-4638
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T23:39:32.771+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T23:39:32.771+0000;Status;Patch Available;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-15;vinodkv;2012-09-06T23:41:08.457+0000;Attachment;;YARN-15-branch-0.23.txt
YARN;Apache Hadoop Committee;big-data;YARN-15;bowang;2012-09-13T09:11:55.980+0000;Link;;This issue is blocked by YARN-105
YARN;Apache Hadoop Committee;big-data;YARN-15;bowang;2012-09-13T09:12:07.342+0000;Link;This issue is blocked by YARN-105;
YARN;Apache Hadoop Committee;big-data;YARN-15;bowang;2012-09-13T09:12:29.762+0000;Link;;This issue is related to YARN-105
YARN;Apache Hadoop Committee;big-data;YARN-15;acmurthy;2012-10-11T17:48:01.116+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-01T19:23:42.972+0000;Assignee;;Mayank Bansal
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-01T19:24:30.446+0000;Attachment;;MAPREDUCE-4466-trunk-v1.patch
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-01T19:25:43.358+0000;Fix version;;trunk
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-01T19:25:43.358+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-03T21:16:16.331+0000;Fix version;trunk;
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-03T21:16:16.331+0000;Target version/s;;2.2.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-03T21:16:16.331+0000;Version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-03T21:16:16.331+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-06T19:59:55.264+0000;Attachment;;MAPREDUCE-4466-trunk-v2.patch
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-06T20:00:23.597+0000;Fix version;;trunk
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-06T20:00:23.597+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-06T20:21:56.445+0000;Attachment;;MAPREDUCE-4466-trunk-v3.patch
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-09T22:47:39.095+0000;Fix version;trunk;
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-09T22:47:39.095+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-13T22:16:38.619+0000;Attachment;;MAPREDUCE-4466-trunk-v4.patch
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-13T22:16:52.154+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Target version/s;2.2.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Version;0.23.3;
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Workflow;no-reopen-closed, patch-avail;jira
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Key;MAPREDUCE-4466;YARN-22
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-08-13T22:46:56.469+0000;Project;Hadoop Map/Reduce;Hadoop YARN
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-14T18:14:29.449+0000;Status;Open;In Progress
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-14T18:14:31.951+0000;Status;In Progress;Open
YARN;Apache Hadoop Committee;big-data;YARN-22;mayank_bansal;2012-08-16T18:26:49.474+0000;Attachment;;YARN-22-trunk-v5.patch
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-21T22:37:52.700+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-21T22:37:52.700+0000;Fix version;;2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-22;sseth;2012-08-21T22:37:52.700+0000;Status;Open;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-22;gmcdonald;2012-08-22T01:27:05.037+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-09-07T21:05:04.400+0000;Fix version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-09-07T21:05:04.400+0000;Fix version;;2.0.2-alpha
YARN;Apache Hadoop Committee;big-data;YARN-22;jlowe;2012-09-27T16:42:44.085+0000;Link;;This issue relates to YARN-33
YARN;Apache Hadoop Committee;big-data;YARN-22;acmurthy;2012-10-11T17:48:00.609+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-24;gmcdonald;2012-08-22T01:27:05.123+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-24;acmurthy;2012-09-07T21:12:24.357+0000;Version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-24;acmurthy;2012-09-07T21:12:24.357+0000;Version;;2.0.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-24;jlowe;2013-02-21T23:38:09.920+0000;Link;;This issue is duplicated by YARN-413
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-02-22T21:27:56.562+0000;Attachment;;YARN-24.patch
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-02-22T21:28:21.868+0000;Assignee;;Sandy Ryza
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-02-22T21:28:21.868+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-03-04T20:45:54.984+0000;Attachment;;YARN-24-1.patch
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-03-19T00:05:18.679+0000;Attachment;;YARN-24-2.patch
YARN;Apache Hadoop Committee;big-data;YARN-24;sandyr;2013-03-26T19:54:59.415+0000;Attachment;;YARN-24-3.patch
YARN;Apache Hadoop Committee;big-data;YARN-24;tucu00;2013-03-27T23:16:27.168+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-24;tucu00;2013-03-27T23:16:27.168+0000;Fix version;;2.0.5-beta
YARN;Apache Hadoop Committee;big-data;YARN-24;tucu00;2013-03-27T23:16:27.168+0000;Hadoop flags;;Reviewed
YARN;Apache Hadoop Committee;big-data;YARN-24;tucu00;2013-03-27T23:16:27.168+0000;Status;Patch Available;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-24;acmurthy;2013-08-27T22:15:00.224+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-14T17:16:05.414+0000;Assignee;;Robert Joseph Evans
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-14T17:16:26.585+0000;Target version/s;2.1.0-alpha;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-14T21:16:35.620+0000;Attachment;;MR-4296.txt
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-14T21:16:46.436+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-15T14:27:03.520+0000;Attachment;;MR-4296.txt
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-15T14:31:22.806+0000;Target version/s;0.23.3;0.23.3, 2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-15T14:31:22.806+0000;Release note;;"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified."
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-15T14:32:02.977+0000;Release note;"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified.";"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is set so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified."
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-15T16:54:31.757+0000;Attachment;;MR-4296.txt
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-17T19:39:55.562+0000;Release note;"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is set so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified.";"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is set so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified.

Added in new config yarn.log-aggregation.retain-seconds.
How long to keep aggregation logs before deleting them.  -1 disables.  Be careful set this too small and you will spam the name node."
YARN;Apache Hadoop Committee;big-data;YARN-25;revans2;2012-08-17T19:41:59.126+0000;Attachment;;MR-4296.txt
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Version;0.23.3;
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Release note;"When upgrading if log aggregation is enabled and yarn.log-aggregation.retain-seconds is set so that logs are going to be deleted, a cluster administrator should change the permissions on all user's logs to be 770.

hadoop fs -chmod -R 770 <log-dir>/*

Please be sure that <log-dir> itself is not modified.

Added in new config yarn.log-aggregation.retain-seconds.
How long to keep aggregation logs before deleting them.  -1 disables.  Be careful set this too small and you will spam the name node.";
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Workflow;no-reopen-closed, patch-avail;jira
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Key;MAPREDUCE-4296;YARN-25
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Project;Hadoop Map/Reduce;Hadoop YARN
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Component;mrv2;
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:28:30.077+0000;Target version/s;0.23.3, 2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:33:41.778+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:33:41.778+0000;Fix version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:33:41.778+0000;Fix version;;2.2.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:33:41.778+0000;Fix version;;2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-25;tgraves;2012-08-17T20:33:41.778+0000;Status;Open;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-25;gmcdonald;2012-08-22T01:27:05.079+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-25;acmurthy;2012-09-07T21:04:16.411+0000;Fix version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-25;acmurthy;2012-10-11T17:48:01.484+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-01-31T00:16:10.936+0000;Assignee;;Arun C Murthy
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-03-05T02:44:20.056+0000;Fix version;0.23.1;
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-03-05T02:44:20.056+0000;Fix version;;0.24.0
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Fix version;0.24.0;
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Fix version;;0.23.3
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Fix version;;2.1.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Component;mrv2;
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Version;0.23.1;
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Workflow;no-reopen-closed, patch-avail;jira
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Key;MAPREDUCE-3763;YARN-27
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-19T20:04:11.821+0000;Project;Hadoop Map/Reduce;Hadoop YARN
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-08-20T02:49:48.381+0000;Attachment;;YARN-27.patch
YARN;Apache Hadoop Committee;big-data;YARN-27;tgraves;2012-08-20T16:44:11.387+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-27;tgraves;2012-08-20T16:44:11.387+0000;Fix version;;2.2.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-27;tgraves;2012-08-20T16:44:11.387+0000;Status;Open;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-27;gmcdonald;2012-08-22T01:27:05.237+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-09-07T21:04:16.543+0000;Fix version;2.1.0-alpha;
YARN;Apache Hadoop Committee;big-data;YARN-27;acmurthy;2012-10-11T17:48:01.298+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-28;tgraves;2012-08-20T18:22:25.008+0000;Attachment;;YARN-28.patch
YARN;Apache Hadoop Committee;big-data;YARN-28;gmcdonald;2012-08-22T01:27:05.483+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-28;tgraves;2012-08-23T19:21:04.408+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-28;vinodkv;2012-09-04T23:23:10.517+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-28;tgraves;2012-09-17T21:26:06.001+0000;Attachment;;YARN-28.patch
YARN;Apache Hadoop Committee;big-data;YARN-28;tgraves;2012-09-17T21:26:11.086+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-28;vinodkv;2012-09-18T00:42:34.017+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-28;vinodkv;2012-09-18T00:42:34.017+0000;Fix version;;2.0.3-alpha
YARN;Apache Hadoop Committee;big-data;YARN-28;vinodkv;2012-09-18T00:42:34.017+0000;Status;Patch Available;Resolved
YARN;Apache Hadoop Committee;big-data;YARN-28;revans2;2012-10-01T17:40:33.878+0000;Fix version;;0.23.5
YARN;Apache Hadoop Committee;big-data;YARN-28;tgraves;2013-02-06T17:05:35.423+0000;Status;Resolved;Closed
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-08-20T19:28:57.225+0000;Summary;fails:1;fail:1
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-08-20T19:30:27.565+0000;Attachment;;YARN-30.patch
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-08-21T01:59:57.906+0000;Attachment;;YARN-30.patch
YARN;Apache Hadoop Committee;big-data;YARN-30;gmcdonald;2012-08-22T01:27:05.521+0000;Workflow;jira;no-reopen-closed, patch-avail
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-08-23T19:20:56.734+0000;Version;;2.2.0-alpha
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-08-23T19:20:56.734+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-30;vinodkv;2012-09-05T18:32:37.701+0000;Status;Patch Available;Open
YARN;Apache Hadoop Committee;big-data;YARN-30;vinodkv;2012-09-05T18:36:54.915+0000;Attachment;;YARN-30.1.patch
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-10-09T17:05:14.733+0000;Link;;This issue blocks MAPREDUCE-4716
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-10-09T17:18:44.434+0000;Attachment;;YARN-30-branch23.patch
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-10-09T17:27:30.979+0000;Attachment;;YARN-30.patch
YARN;Apache Hadoop Committee;big-data;YARN-30;tgraves;2012-10-09T17:27:50.711+0000;Status;Open;Patch Available
YARN;Apache Hadoop Committee;big-data;YARN-30;vinodkv;2012-10-09T22:59:05.415+0000;Resolution;;Fixed
YARN;Apache Hadoop Committee;big-data;YARN-30;vinodkv;2012-10-09T22:59:05.415+0000;Fix version;;0.23.5
