Project;Manager;Category;Key;Author;ChangeDate;Field;From;To
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;jothipn;2009-07-15T16:24:26.405+0000;Attachment;;mapred-630-v2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;jothipn;2009-07-15T16:27:02.700+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;devaraj;2009-07-16T05:48:09.053+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;devaraj;2009-07-16T05:48:09.053+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;devaraj;2009-07-16T05:48:09.053+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;jothipn;2009-09-22T05:40:15.153+0000;Release note;;Modifies TestKillCompletedJob to rid of its dependence on MiniMR clusters and makes it a unit test
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-630;tomwhite;2010-08-24T21:13:57.786+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-13T18:22:14.190+0000;Link;;This issue relates to HADOOP-5052
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-15T23:41:20.879+0000;Attachment;;5819_20090515.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-16T00:25:07.120+0000;Attachment;;1e15.zip
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-16T00:56:56.851+0000;Attachment;1e15.zip;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-20T01:30:59.731+0000;Attachment;;1e15log.zip
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-23T07:09:41.681+0000;Attachment;;5819_20090523.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-05-27T22:16:57.808+0000;Attachment;;5819_20090527.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;owen.omalley;2009-06-22T15:10:03.414+0000;Component;examples;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;owen.omalley;2009-06-22T15:10:03.414+0000;Component;;examples
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;owen.omalley;2009-06-22T15:10:03.414+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;owen.omalley;2009-06-22T15:10:03.414+0000;Key;HADOOP-5819;MAPREDUCE-637
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;owen.omalley;2009-06-22T15:10:03.414+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-06-25T01:38:58.544+0000;Attachment;;m637_20090624.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:00:04.660+0000;Attachment;;m637_20090630.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:37:38.266+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:37:38.266+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:37:38.266+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:37:38.266+0000;Status;Open;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T01:45:49.979+0000;Attachment;;D3611.zip
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T18:24:50.065+0000;Attachment;D3611.zip;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T18:26:55.086+0000;Attachment;;D3611.tar.gz
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2009-07-01T22:13:03.785+0000;Link;;This issue relates to MAPREDUCE-691
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;szetszwo;2010-07-24T21:05:27.981+0000;Link;;This issue relates to MAPREDUCE-1923
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-637;tomwhite;2010-08-24T21:13:58.717+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-06-22T15:10:03.559+0000;Component;examples;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-06-22T15:10:03.559+0000;Component;;examples
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-06-22T15:10:03.559+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-06-22T15:10:03.559+0000;Key;HADOOP-5716;MAPREDUCE-639
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-06-22T15:10:03.559+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;amareshwari;2009-08-11T04:57:41.034+0000;Link;;This issue blocks MAPREDUCE-361
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T06:55:25.682+0000;Attachment;;timeline-png.tgz
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T06:57:25.615+0000;Attachment;;m-639.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T06:58:32.232+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T06:58:32.232+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T20:38:41.057+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T20:38:59.202+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-18T21:17:22.412+0000;Attachment;;m-639.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-19T00:00:07.196+0000;Attachment;;m-639.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-19T00:26:37.808+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-19T00:26:37.808+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;owen.omalley;2009-09-19T00:26:37.808+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-639;tomwhite;2010-08-24T21:13:59.288+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-14T01:15:58.669+0000;Link;;This issue blocks HADOOP-4058
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-20T01:00:26.798+0000;Attachment;;HADOOP-5826.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-20T01:01:51.242+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-20T01:01:51.242+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-22T06:47:12.025+0000;Attachment;;HADOOP-5762.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-27T07:34:06.121+0000;Attachment;HADOOP-5762.2.patch;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-27T07:58:52.870+0000;Attachment;;HADOOP-5826.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-27T07:59:05.771+0000;Status;Patch Available;In Progress
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-27T07:59:13.104+0000;Status;In Progress;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-05-27T23:00:38.315+0000;Link;;This issue blocks HADOOP-5927
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-01T10:11:38.204+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-01T10:13:10.610+0000;Attachment;;HADOOP-5826.3.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-01T10:14:22.807+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-18T23:32:21.944+0000;Attachment;;HADOOP-5826.4.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-18T23:32:53.250+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-18T23:33:03.134+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;tomwhite;2009-06-22T14:33:31.578+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;owen.omalley;2009-06-22T15:12:12.954+0000;Fix version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;owen.omalley;2009-06-22T15:12:12.954+0000;Component;tools/distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;owen.omalley;2009-06-22T15:12:12.954+0000;Component;;distcp
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;owen.omalley;2009-06-22T15:12:12.954+0000;Key;HADOOP-5826;MAPREDUCE-642
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;owen.omalley;2009-06-22T15:12:12.954+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-22T23:54:11.493+0000;Attachment;;MAPREDUCE-642.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-22T23:54:52.860+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-22T23:54:52.860+0000;Version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-06-22T23:54:52.860+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;dhruba;2009-07-01T13:44:29.299+0000;Link;;This issue relates to MAPREDUCE-689
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;dhruba;2009-07-01T13:45:53.978+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;dhruba;2009-07-01T13:45:53.978+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-07-01T17:19:22.262+0000;Release note;;"DistCp now has a ""-basedir"" option that allows you to set the sufix of the source path that will be copied to the destination."
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;rschmidt;2009-07-01T17:19:22.262+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;tomwhite;2010-08-24T21:14:00.963+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;gmcdonald;2013-05-02T02:29:25.060+0000;Link;This issue blocks MAPREDUCE-647;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-642;gmcdonald;2013-05-02T02:29:25.070+0000;Link;;This issue is depended upon by MAPREDUCE-647
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;rramya;2009-02-05T12:16:13.214+0000;Attachment;;distcp.txt
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Fix version;0.18.4;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Component;tools/distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Component;;distcp
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Version;0.18.3;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Key;HADOOP-5173;MAPREDUCE-645
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;owen.omalley;2009-06-22T15:12:13.247+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-06-30T10:14:41.186+0000;Assignee;;Ravi Gummadi
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-06-30T10:16:04.889+0000;Attachment;;d_645.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-08-26T11:57:02.986+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-09-08T15:01:34.148+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-09-08T15:04:24.526+0000;Attachment;;d_645_v1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;ravidotg;2009-09-08T15:04:43.988+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;chris.douglas;2009-09-18T06:54:56.496+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;chris.douglas;2009-09-18T06:54:56.496+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;chris.douglas;2009-09-18T06:54:56.496+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;chris.douglas;2009-09-18T06:54:56.496+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-645;tomwhite;2010-08-24T21:14:01.525+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;ravidotg;2009-06-19T11:55:05.847+0000;Assignee;;Ravi Gummadi
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;ravidotg;2009-06-19T11:57:15.496+0000;Attachment;;d_replica_srcfilelist.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;cutting;2009-06-19T17:40:35.535+0000;Comment;;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;ravidotg;2009-06-19T19:28:19.469+0000;Attachment;;d_replica_srcfilelist_v1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Key;HADOOP-6072;MAPREDUCE-646
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Fix version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Component;tools/distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Component;;distcp
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;owen.omalley;2009-06-22T15:12:13.365+0000;Version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;ravidotg;2009-06-25T05:43:08.711+0000;Attachment;;d_replica_srcfilelist_v2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;szetszwo;2009-06-25T18:21:28.774+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;szetszwo;2009-06-29T18:21:41.265+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;szetszwo;2009-06-29T18:21:41.265+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;szetszwo;2009-06-29T18:21:41.265+0000;Status;Open;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;ravidotg;2010-01-28T04:31:18.196+0000;Release note;;Patch increases the replication factor of _distcp_src_files to sqrt(min(maxMapsOnCluster, totalMapsInThisJob)) sothat many maps won't access the same replica of the file _distcp_src_files at the same time.
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-646;tomwhite;2010-08-24T21:14:01.979+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2009-05-27T23:00:38.018+0000;Link;;This issue depends on HADOOP-5472
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2009-05-27T23:00:38.109+0000;Link;;This issue depends on HADOOP-5620
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2009-05-27T23:00:38.238+0000;Link;;This issue depends on HADOOP-5762
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2009-05-27T23:00:38.307+0000;Link;;This issue depends on HADOOP-5826
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Fix version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Component;tools/distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Component;;distcp
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Key;HADOOP-5927;MAPREDUCE-647
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;owen.omalley;2009-06-22T15:12:13.430+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-09T15:49:13.782+0000;Attachment;;MAPREDUCE-647.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-09T15:49:27.455+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-16T06:21:29.536+0000;Attachment;;MAPREDUCE-647.1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-16T06:22:00.410+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-16T06:22:15.399+0000;Fix version;;0.22.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-16T06:22:15.399+0000;Version;;0.22.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;rschmidt;2010-06-16T06:22:15.399+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;szetszwo;2010-06-18T16:28:12.245+0000;Component;;documentation
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;szetszwo;2010-06-18T16:28:12.245+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;szetszwo;2010-06-18T16:28:12.245+0000;Component;distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;szetszwo;2010-06-18T17:56:24.067+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;szetszwo;2010-06-18T17:56:24.067+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;shv;2011-12-12T06:18:58.626+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:24.989+0000;Link;This issue depends on HADOOP-5472;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:24.999+0000;Link;;This issue depends upon HADOOP-5472
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.012+0000;Link;This issue depends on HADOOP-5620;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.022+0000;Link;;This issue depends upon HADOOP-5620
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.034+0000;Link;This issue depends on HADOOP-5762;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.044+0000;Link;;This issue depends upon HADOOP-5762
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.056+0000;Link;This issue depends on MAPREDUCE-642;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-647;gmcdonald;2013-05-02T02:29:25.066+0000;Link;;This issue depends upon MAPREDUCE-642
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-06-16T23:23:58.830+0000;Link;;This issue relates to HADOOP-5762
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Fix version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Component;tools/distcp;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Component;;distcp
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Issuetype;Improvement;Bug
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Version;0.21.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Key;HADOOP-6053;MAPREDUCE-648
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;owen.omalley;2009-06-22T15:12:13.473+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-06-25T08:44:45.865+0000;Assignee;;Ravi Gummadi
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-06-25T08:50:25.881+0000;Attachment;;d_dirCount_648.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-09-08T15:15:34.066+0000;Attachment;;d_dirCount648.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-09-09T08:27:54.064+0000;Link;;This issue blocks MAPREDUCE-644
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-09-14T05:42:47.302+0000;Attachment;;d_dirCount648.v1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;ravidotg;2009-09-15T05:56:34.390+0000;Attachment;;d_648_644.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T17:43:11.906+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T20:48:28.531+0000;Fix version;;0.21.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T20:48:28.531+0000;Hadoop flags;;[Reviewed]
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T21:02:49.823+0000;Description;update:3 job:3 destination:3 copied:2 even:2 though:2 nothing:2 copy:2 already:2 exists:2 launches:1 least:1 one:1 source:1 paths:1 added:1 checked:1 decide:1 launch:1 changed:1 solve:1 issue:1 empty:1 directories:1 getting:1 checking:1 launched:1 skipped:1 case:1;update:5 job:3 destination:3 already:3 exists:3 copied:2 even:2 though:2 nothing:2 copy:2 skip:2 file:2 checksums:2 launches:1 least:1 one:1 source:1 paths:1 added:1 checked:1 decide:1 launch:1 changed:1 solve:1 issue:1 empty:1 directories:1 getting:1 checking:1 launched:1 skipped:1 case:1 copying:1 single:1 seems:1 comparing:1 done:1 compare:1 see:1 also:1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T21:02:49.823+0000;Summary;update:1 launches:1 job:1 least:1 one:1 source:1 paths:1 copied:1 even:1 though:1 nothing:1 copy:1;two:1 bugs:1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T21:03:25.745+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;szetszwo;2009-09-15T21:03:25.745+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-648;tomwhite;2010-08-24T21:14:02.417+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-657;amar_kamat;2009-06-24T13:06:16.289+0000;Attachment;;MAPREDUCE-657-v1.0.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-657;amar_kamat;2009-06-26T10:00:14.541+0000;Attachment;;MAPREDUCE-657-v1.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-657;amar_kamat;2009-06-26T11:53:05.389+0000;Attachment;;MAPREDUCE-657-v1.2-branch-0.20.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-657;sharadag;2009-06-26T12:06:33.487+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-657;sharadag;2009-06-26T12:06:33.487+0000;Fix version;;0.20.1
